"Table 940-92031 : Persons arrested for crime by type of offence, age group and sex",,,,,,,,,,,,,
 ,,,,,,,,,,,,,
 , ,Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2),Persons arrested for crime (1) (2)
,,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number,Number
Age group,,10月15日,10月15日,10月15日,16-20,16-20,16-20,≧21,≧21,≧21,Total,Total,Total
Sex,,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes
Year,Type of offence,,,,,,,,,,,,
2013,     Assault on police,1,0,1,29,0,29,222,31,253,252,31,283
2013,     Kidnapping and child stealing,0,0,0,1,0,1,7,0,7,8,0,8
2013,     Cruelty to child,0,0,0,0,0,0,101,137,238,101,137,238
2013,     Criminal intimidation,38,31,69,45,15,60,836,178,1014,919,224,1143
2013,     Robbery with firearms/arms,0,0,0,0,0,0,0,0,0,0,0,0
2013,     Robbery with pistol-like objects,0,0,0,3,0,3,6,0,6,9,0,9
2013,     Other robberies,53,1,54,75,3,78,155,6,161,283,10,293
2013,     Aggravated burglary,0,0,0,0,0,0,0,0,0,0,0,0
2013,     Blackmail,31,11,42,24,5,29,115,14,129,170,30,200
2013,     Arson,54,1,55,17,3,20,60,5,65,131,9,140
2013,Non-violent crime,1052,366,1418,1916,528,2444,16273,8150,24423,19241,9044,28285
2013,     Burglary,36,3,39,25,1,26,353,34,387,414,38,452
2013,     Snatching,10,1,11,21,0,21,61,4,65,92,5,97
2013,     Pickpocketing,0,2,2,4,2,6,172,50,222,176,54,230
2013,     Shop theft,204,179,383,74,142,216,2626,3339,5965,2904,3660,6564
2013,     Theft from vehicle,10,0,10,1,0,1,121,8,129,132,8,140
2013,     Taking conveyance without authority,4,2,6,18,3,21,105,7,112,127,12,139
2013,     Other thefts,287,78,365,294,94,388,2865,1425,4290,3446,1597,5043
2013,     Handling stolen goods,7,4,11,7,4,11,71,35,106,85,43,128
2013,"     Deception, fraud and forgery",14,14,28,121,54,175,1575,856,2431,1710,924,2634
2013,     Sexual offences (other than rape and indecent assault),66,2,68,117,4,121,365,97,462,548,103,651
2013,     Serious drug offences,92,28,120,389,116,505,1857,486,2343,2338,630,2968
2013,     Serious immigration offences,2,2,4,19,10,29,176,76,252,197,88,285
2013,     Criminal damage,74,9,83,158,14,172,1373,256,1629,1605,279,1884
2013,     Unlawful society offences,111,14,125,239,7,246,273,7,280,623,28,651
2013,     Possession of arms/ammunition/offensive weapon,16,4,20,43,17,60,593,140,733,652,161,813
2013,     Other crimes,119,24,143,386,60,446,3687,1330,5017,4192,1414,5606
2013,Total,1598,485,2083,2703,611,3314,21792,9420,31212,26093,10516,36609
2014,Violent crime,374,71,445,640,60,700,4863,1154,6017,5877,1285,7162
2014,     Rape,1,0,1,12,0,12,49,0,49,62,0,62
2014,     Indecent assault,61,0,61,70,1,71,655,11,666,786,12,798
2014,     Murder and manslaughter,0,1,1,1,1,2,26,3,29,27,5,32
2014,     Attempted murder,0,0,0,0,0,0,0,0,0,0,0,0
2014,     Wounding,47,8,55,184,8,192,776,117,893,1007,133,1140
2014,     Serious assault,141,35,176,224,35,259,1940,633,2573,2305,703,3008
2014,     Assault on police,2,0,2,22,2,24,225,36,261,249,38,287
2014,     Kidnapping and child stealing,0,0,0,0,0,0,1,1,2,1,1,2
2014,     Cruelty to child,0,0,0,0,1,1,91,162,253,91,163,254
2014,     Criminal intimidation,14,15,29,36,4,40,797,133,930,847,152,999
2014,     Robbery with firearms/arms,0,0,0,0,0,0,1,0,1,1,0,1
2014,     Robbery with pistol-like objects,0,0,0,0,0,0,1,0,1,1,0,1
2014,     Other robberies,35,3,38,47,3,50,112,6,118,194,12,206
2014,     Aggravated burglary,0,0,0,0,0,0,0,0,0,0,0,0
2014,     Blackmail,25,6,31,34,3,37,148,45,193,207,54,261
2014,     Arson,48,3,51,10,2,12,41,7,48,99,12,111
2014,Non-violent crime,788,277,1065,1642,472,2114,15584,7754,23338,18014,8503,26517
2014,     Burglary,19,1,20,22,4,26,335,24,359,376,29,405
2014,     Snatching,6,1,7,7,0,7,52,5,57,65,6,71
2014,     Pickpocketing,0,0,0,1,1,2,144,43,187,145,44,189
2014,     Shop theft,185,139,324,105,141,246,2601,3472,6073,2891,3752,6643
2014,     Theft from vehicle,2,0,2,1,0,1,117,6,123,120,6,126
2014,     Taking conveyance without authority,2,0,2,19,2,21,109,6,115,130,8,138
2014,     Other thefts,200,44,244,233,73,306,2596,1303,3899,3029,1420,4449
2014,     Handling stolen goods,3,1,4,2,4,6,61,18,79,66,23,89
2014,"     Deception, fraud and forgery",11,13,24,111,62,173,1529,842,2371,1651,917,2568
2014,     Sexual offences (other than rape and indecent assault),72,1,73,92,2,94,330,48,378,494,51,545
2014,     Serious drug offences,49,29,78,298,69,367,1578,399,1977,1925,497,2422
2014,     Serious immigration offences,2,4,6,7,0,7,144,77,221,153,81,234
2014,     Criminal damage,60,16,76,168,8,176,1333,236,1569,1561,260,1821
2014,     Unlawful society offences,62,4,66,135,6,141,187,6,193,384,16,400
2014,     Possession of arms/ammunition/offensive weapon,9,1,10,58,17,75,626,156,782,693,174,867
2014,     Other crimes,106,23,129,383,83,466,3842,1113,4955,4331,1219,5550
2014,Total,1162,348,1510,2282,532,2814,20447,8908,29355,23891,9788,33679
2015,Violent crime,334,89,423,569,55,624,4727,1097,5824,5630,1241,6871
2015,     Rape,5,0,5,11,0,11,54,0,54,70,0,70
2015,     Indecent assault,80,1,81,53,0,53,644,4,648,777,5,782
2015,     Murder and manslaughter,0,0,0,1,0,1,23,4,27,24,4,28
2015,     Attempted murder,0,0,0,0,0,0,2,0,2,2,0,2
2015,     Wounding,32,7,39,146,5,151,758,126,884,936,138,1074
2015,     Serious assault,131,56,187,209,44,253,1918,614,2532,2258,714,2972
2015,     Assault on police,3,1,4,17,2,19,171,40,211,191,43,234
2015,     Kidnapping and child stealing,0,0,0,0,0,0,2,0,2,2,0,2
2015,     Cruelty to child,0,2,2,1,0,1,101,144,245,102,146,248
2015,     Criminal intimidation,28,14,42,34,3,37,759,135,894,821,152,973
2015,     Robbery with firearms/arms,0,0,0,0,0,0,3,0,3,3,0,3
2015,     Robbery with pistol-like objects,0,0,0,0,0,0,2,1,3,2,1,3
2015,     Other robberies,21,1,22,54,0,54,88,2,90,163,3,166
2015,     Aggravated burglary,0,0,0,0,0,0,2,0,2,2,0,2
2015,     Blackmail,18,7,25,20,1,21,133,19,152,171,27,198
2015,     Arson,16,0,16,23,0,23,67,8,75,106,8,114
2015,Non-violent crime,642,244,886,1752,450,2202,16063,7756,23819,18457,8450,26907
2015,     Burglary,5,1,6,12,0,12,368,26,394,385,27,412
2015,     Snatching,10,0,10,8,0,8,59,7,66,77,7,84
2015,     Pickpocketing,0,0,0,3,0,3,163,36,199,166,36,202
2015,     Shop theft,147,129,276,114,150,264,2833,3502,6335,3094,3781,6875
2015,     Theft from vehicle,0,0,0,2,0,2,123,2,125,125,2,127
